iter	MultiClass
600	0.3644204126
601	0.3643434224
602	0.3641203537
603	0.3637536928
604	0.3636591393
605	0.3635660426
606	0.3634372966
607	0.3632217157
608	0.3631294381
609	0.3630024383
610	0.3629286743
611	0.3626945555
612	0.3624112541
613	0.3623117882
614	0.3621406396
615	0.362052967
616	0.3619680038
617	0.361879009
618	0.3616006101
619	0.3615519342
620	0.361475041
621	0.3612847114
622	0.3611603987
623	0.3610220653
624	0.360857744
625	0.3607647686
626	0.3605961236
627	0.3603074735
628	0.3602330723
629	0.36015991
630	0.3600393626
631	0.359892609
632	0.3598063682
633	0.3596168432
634	0.3595454665
635	0.3593891461
636	0.3592881816
637	0.3592400407
638	0.3589335013
639	0.3588412325
640	0.3587418871
641	0.3586292691
642	0.3585292919
643	0.3584961075
644	0.3583907555
645	0.3583519251
646	0.3582630831
647	0.358090231
648	0.3579578024
649	0.3578487868
650	0.357616078
651	0.3573883536
652	0.3571467477
653	0.3569384025
654	0.3568869016
655	0.3567522772
656	0.3566550806
657	0.3565394992
658	0.3561859918
659	0.3561148162
660	0.3558618414
661	0.3557430782
662	0.3556157263
663	0.3554769668
664	0.3553753908
665	0.3552854259
666	0.3552141298
667	0.3551286035
668	0.3550214639
669	0.3549551825
670	0.3548181762
671	0.3546606786
672	0.3545509166
673	0.3544136009
674	0.3543153749
675	0.354265475
676	0.353973964
677	0.3538125425
678	0.353699656
679	0.3536261348
680	0.3535547177
681	0.3534307718
682	0.35331098
683	0.3531793733
684	0.3531312732
685	0.3529907695
686	0.3528384537
687	0.3527986818
688	0.3526431471
689	0.3525677354
690	0.3524964024
691	0.3522915977
692	0.3522157396
693	0.3521276776
694	0.3520407767
695	0.351922077
696	0.3518412931
697	0.3518012445
698	0.3517747747
699	0.3516535055
700	0.3515111616
701	0.3513780038
702	0.3511766275
703	0.3511205622
704	0.3509205017
705	0.3508198893
706	0.3507124744
707	0.350624192
708	0.3504512532
709	0.3503827521
710	0.3501931812
711	0.3500497545
712	0.3499381663
713	0.3497068625
714	0.349562492
715	0.349462339
716	0.349417322
717	0.3493358554
718	0.3492862975
719	0.3490685817
720	0.348917597
721	0.3486971841
722	0.3486021436
723	0.3484981342
724	0.3484401641
725	0.3483245313
726	0.3482252193
727	0.3481840695
728	0.3481148454
729	0.3480727999
730	0.3479549348
731	0.3477716091
732	0.347708557
733	0.3475982759
734	0.347532655
735	0.347428033
736	0.347337523
737	0.3472668737
738	0.3469494357
739	0.346853568
740	0.3468091253
741	0.3467289401
742	0.3466953619
743	0.3465018403
744	0.3464595297
745	0.3462902667
746	0.3460690704
747	0.3459786261
748	0.3458499175
749	0.3458222398
750	0.3457301344
751	0.3456732918
752	0.345620028
753	0.3454276149
754	0.3453498575
755	0.3452874872
756	0.3451678355
757	0.345074999
758	0.3449219491
759	0.344869973
760	0.3448497189
761	0.3447987914
762	0.3447090161
763	0.3444518932
764	0.3443173823
765	0.3442661435
766	0.3441404157
767	0.3440882751
768	0.3439732451
769	0.343902329
770	0.3437691461
771	0.3437264222
772	0.3436849377
773	0.3435982612
774	0.3435440137
775	0.3434458159
776	0.3433307564
777	0.3432473722
778	0.3431286781
779	0.3430713101
780	0.3429332167
781	0.3428559481
782	0.3427105584
783	0.3426701772
784	0.3425871912
785	0.3425199499
786	0.3424272024
787	0.342312831
788	0.3422400668
789	0.3421145171
790	0.3420397094
791	0.3419780781
792	0.3419155336
793	0.3417838417
794	0.3416089166
795	0.3414420148
796	0.3412792009
797	0.3412053542
798	0.3411648815
799	0.3411125088
800	0.341067165
801	0.3408537052
802	0.3408020574
803	0.3407464889
804	0.3406415679
805	0.340575398
806	0.3404353959
807	0.3403619526
808	0.3403256471
809	0.3401434389
810	0.3400525044
811	0.3399586008
812	0.339835587
813	0.3397769284
814	0.3397111234
815	0.339675421
816	0.3394789137
817	0.3393907321
818	0.3393243338
819	0.3392667689
820	0.3391011923
821	0.3390222765
822	0.3389720172
823	0.3388408357
824	0.3387441655
825	0.3386946929
826	0.3385909299
827	0.3384368294
828	0.3383074182
829	0.3382705976
830	0.3381954657
831	0.3381079542
832	0.337933318
833	0.3378912212
834	0.3376434783
835	0.3376103706
836	0.3374394004
837	0.337414426
838	0.337278951
839	0.3371891648
840	0.3371608752
841	0.3371045998
842	0.3370416471
843	0.3370127351
844	0.3369264026
845	0.3368672226
846	0.33667072
847	0.3365934943
848	0.33651369
849	0.3363755378
850	0.3362972399
851	0.3362445546
852	0.3361985121
853	0.335973342
854	0.3358622115
855	0.3357347312
856	0.3356771795
857	0.3355661294
858	0.3353451014
859	0.3352166638
860	0.3351656316
861	0.3350830339
862	0.3349188615
863	0.3348606189
864	0.3347192639
865	0.3346339116
866	0.334519864
867	0.334374969
868	0.3342767701
869	0.3342273021
870	0.3340920179
871	0.3340259211
872	0.3340003096
873	0.3339520203
874	0.3338284956
875	0.3337718631
876	0.333609687
877	0.333509463
878	0.3334816406
879	0.3333529833
880	0.3332051283
881	0.3331109336
882	0.333044374
883	0.3327888699
884	0.3327105449
885	0.3324827068
886	0.3323497931
887	0.3322874823
888	0.3322000588
889	0.3321329473
890	0.3320937307
891	0.3320024391
892	0.331873338
893	0.3317693664
894	0.3316191269
895	0.3314960362
896	0.3313932346
897	0.3313505066
898	0.331282606
899	0.3312243557
900	0.3311583396
901	0.3310704722
902	0.3310391959
903	0.3308680063
904	0.330702219
905	0.330562821
906	0.3304155285
907	0.3303626529
908	0.3302355718
909	0.3301445529
910	0.3301191934
911	0.3300128131
912	0.3298699783
913	0.3297169815
914	0.3296600661
915	0.3295906692
916	0.3295285113
917	0.3294795731
918	0.3294422014
919	0.3293572217
920	0.3292919921
921	0.3292018378
922	0.3291063131
923	0.3290006765
924	0.3288860385
925	0.3286327564
926	0.3285987031
927	0.3285774989
928	0.3285332556
929	0.3283877097
930	0.3283639971
931	0.3283014261
932	0.3281786082
933	0.3281024085
934	0.327951318
935	0.3278764239
936	0.3276202343
937	0.3274018328
938	0.3273330709
939	0.3272358926
940	0.3271215822
941	0.3270208827
942	0.3269534758
943	0.3268544653
944	0.3268009164
945	0.3267199345
946	0.3266836511
947	0.3266379362
948	0.3265238774
949	0.3264903665
950	0.3264220517
951	0.3262668338
952	0.3262029848
953	0.3261204459
954	0.3260300022
955	0.3258401925
956	0.3257411428
957	0.3257103175
958	0.3256318844
959	0.3255777998
960	0.3255321501
961	0.3254648357
962	0.3254138416
963	0.325370109
964	0.3253190819
965	0.3251181885
966	0.3250264642
967	0.3249962411
968	0.3248233993
969	0.3247003002
970	0.3246586789
971	0.3245484663
972	0.3245277029
973	0.3244119688
974	0.3242919656
975	0.3242607032
976	0.324119953
977	0.3240773415
978	0.3240029618
979	0.3239438582
980	0.3238773547
981	0.3237803106
982	0.3236446307
983	0.3236039052
984	0.3235477747
985	0.3234987479
986	0.3234463154
987	0.3232581944
988	0.3232034308
989	0.3231302928
990	0.3230591111
991	0.3229566121
992	0.3228740189
993	0.3227920503
994	0.3227186559
995	0.3225187337
996	0.3224850628
997	0.3223011391
998	0.3221777179
999	0.3219895453
